,Unnamed: 0,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary,Max_salary,Average_salary,State
3850,3871,Post Doctoral Scientist - RI Childhood Cancer Cassady,"['39', '-', '86', '(Glassdoor', 'est.)']",3.7,"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),39,86,62.5,OH
3851,3872,IGM - Post Doctoral Scientist - Chaudhari Lab,"['39', '-', '86', '(Glassdoor', 'est.)']",3.7,"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),39,86,62.5,OH
3852,3873,"JPSC-6591 - ""Java/Hadoop Developer"" OR ""Big Data Engineer""","['39', '-', '86', '(Glassdoor', 'est.)']",4.5,"Avani Technology Solutions
4.5","Columbus, OH",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),39,86,62.5,OH
3853,3874,Data Engineer / Python Developer,"['39', '-', '86', '(Glassdoor', 'est.)']",3.9,"Deemsys Inc
3.9","Columbus, OH",51 to 200 employees,1998,Company - Private,Self-Storage Services,Consumer Services,$1 to $5 million (USD),39,86,62.5,OH
3854,3875,Big Data Engineer,"['39', '-', '86', '(Glassdoor', 'est.)']",4.6,"Tiger Analytics
4.6","Columbus, OH",201 to 500 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),39,86,62.5,OH
3856,3877,Data Engineer Sr,"['39', '-', '86', '(Glassdoor', 'est.)']",3.5,"Huntington Bancshares Inc
3.5","Columbus, OH",10000+ employees,1866,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),39,86,62.5,OH
3857,3878,CCB F&BM - Quantitative Modeling/Data Science - Vice President,"['39', '-', '86', '(Glassdoor', 'est.)']",3.9,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),39,86,62.5,OH
3858,3879,JPSC-6511 - Big Data Consultant,"['39', '-', '86', '(Glassdoor', 'est.)']",4.5,"Avani Technology Solutions
4.5","Columbus, OH",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),39,86,62.5,OH
3859,3880,Data Science Technical Lead / Architect,"['39', '-', '86', '(Glassdoor', 'est.)']",5.0,"DATAECONOMY
5.0","Columbus, OH",1 to 50 employees,2018,Company - Public,-1,-1,$1 to $5 million (USD),39,86,62.5,OH
3860,3881,Director of Data Science - Big Data + Machine Learning,"['39', '-', '86', '(Glassdoor', 'est.)']",4.5,"Green Key Resources
4.5","Columbus, OH",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,39,86,62.5,OH
3863,3884,Senior Research Scientist - RI IPP Cooper,"['55', '-', '112', '(Glassdoor', 'est.)']",3.7,"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),55,112,83.5,OH
3864,3885,Technical Data Analyst,"['55', '-', '112', '(Glassdoor', 'est.)']",4.5,"Dedicated Tech Services, Inc.
4.5","Dublin, OH",1 to 50 employees,2008,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),55,112,83.5,OH
3866,3887,Big Data Engineer with Java,"['55', '-', '112', '(Glassdoor', 'est.)']",3.0,"Photon Infotech
3.0","Columbus, OH",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),55,112,83.5,OH
3867,3888,Big Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",4.1,"Kforce
4.1","Columbus, OH",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),55,112,83.5,OH
3868,3889,Senior AWS Big Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",4.0,"NorthBay Solutions
4.0","Columbus, OH",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,55,112,83.5,OH
3869,3890,Federal - Data Engineer - Senior,"['55', '-', '112', '(Glassdoor', 'est.)']",4.2,"Solekai Systems Corp
4.2","Columbus, OH",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),55,112,83.5,OH
3870,3891,Cloud Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",3.9,"JPMorgan Chase Bank, N.A.
3.9","Westerville, OH",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),55,112,83.5,OH
3871,3892,Sr Data Modeler,"['55', '-', '112', '(Glassdoor', 'est.)']",3.9,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),55,112,83.5,OH
3872,3893,Biotransformation Scientist and DMPK Design Lead,"['55', '-', '112', '(Glassdoor', 'est.)']",3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),55,112,83.5,OH
3873,3894,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)","['55', '-', '112', '(Glassdoor', 'est.)']",4.5,"Avani Technology Solutions
4.5","Columbus, OH",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),55,112,83.5,OH
3874,3895,Senior/Principal Scientist - Display Technologies/NGS,"['55', '-', '112', '(Glassdoor', 'est.)']",3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),55,112,83.5,OH
3875,3896,Senior Data Engineer (Data ELT/ETL Engineer),"['55', '-', '112', '(Glassdoor', 'est.)']",3.2,"Safelite
3.2","Columbus, OH",10000+ employees,1947,Company - Private,Auto Repair & Maintenance,"Construction, Repair & Maintenance",$2 to $5 billion (USD),55,112,83.5,OH
3876,3897,Senior Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",3.6,"Kognetics
3.6","Gahanna, OH",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,55,112,83.5,OH
3877,3898,Software Engineer - Senior Data Analyst,"['55', '-', '112', '(Glassdoor', 'est.)']",3.9,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),55,112,83.5,OH
3878,3899,Sr Data Analyst,"['55', '-', '112', '(Glassdoor', 'est.)']",4.5,"Creative Financial Staffing
4.5","Westerville, OH",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),55,112,83.5,OH
3879,3900,Big Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",3.4,"Infinity Consulting Solutions
3.4","Columbus, OH",501 to 1000 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),55,112,83.5,OH
3880,3901,Principal Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",4.6,"ComResource
4.6","Columbus, OH",201 to 500 employees,1991,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),55,112,83.5,OH
3881,3902,Columbus Data Science Tutor Jobs,"['55', '-', '112', '(Glassdoor', 'est.)']",4.2,"Varsity Tutors
4.2","Columbus, OH",201 to 500 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,55,112,83.5,OH
3882,3903,Cyber Security Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",3.9,"ApTask
3.9","Dublin, OH",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),55,112,83.5,OH
3883,3904,AWS Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",4.4,"Tachyon Technologies
4.4","Dublin, OH",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),55,112,83.5,OH
3884,3905,Data Analyst â Junior,"['55', '-', '112', '(Glassdoor', 'est.)']",5.0,"Staffigo Technical Services, LLC
5.0","Columbus, OH",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),55,112,83.5,OH
3885,3906,Security Analytics Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",3.8,"PDS Tech, Inc.
3.8","Dublin, OH",5001 to 10000 employees,1977,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),55,112,83.5,OH
3886,3907,Security Analytics Data Engineer,"['55', '-', '112', '(Glassdoor', 'est.)']",4.0,"Data Resource Technologies
4.0","Dublin, OH",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),55,112,83.5,OH
3887,3908,"Patient Safety Physician or Safety Scientist - UK, Europe or the US","['55', '-', '112', '(Glassdoor', 'est.)']",3.7,"UCB
3.7","Slough, OH",5001 to 10000 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),55,112,83.5,OH
3888,3909,Data Scientist,"['100', '-', '160', '(Glassdoor', 'est.)']",4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),100,160,130.0,MD
3889,3910,Data Scientist,"['80', '-', '148', '(Glassdoor', 'est.)']",3.9,"Deloitte
3.9","Arlington, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),80,148,114.0,VA
3890,3911,Data Scientist,"['68', '-', '141', '(Glassdoor', 'est.)']",2.6,"QinetiQ Inc.
2.6","Lorton, VA",501 to 1000 Employees,1956,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),68,141,104.5,VA
3891,3912,Data Scientist,"['79', '-', '148', '(Glassdoor', 'est.)']",3.9,"Deloitte
3.9","Washington, DC",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),79,148,113.5,DC
3892,3913,Data Scientist with TS Clearance,"['86', '-', '155', '(Glassdoor', 'est.)']",3.9,"Deloitte
3.9","Arlington, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),86,155,120.5,VA
3893,3914,Data Scientist with Polygraph,"['79', '-', '148', '(Glassdoor', 'est.)']",3.9,"Deloitte
3.9","Rosslyn, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),79,148,113.5,VA
3894,3915,Data Scientist,"['79', '-', '131', '(Glassdoor', 'est.)']",3.6,"ATCS, P.L.C.
3.6","Herndon, VA",201 to 500 Employees,1994,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),79,131,105.0,VA
3895,3916,Data Scientist,"['67', '-', '113', '(Glassdoor', 'est.)']",2.8,"IFG Companies
2.8","Atlanta, GA",201 to 500 Employees,1985,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,67,113,90.0,GA
3896,3917,Sr. Data Scientist,"['83', '-', '138', '(Glassdoor', 'est.)']",3.7,"CNA Insurance
3.7","Chicago, IL",1001 to 5000 Employees,1897,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),83,138,110.5,IL
3897,3918,Research Data Scientist,"['77', '-', '133', '(Glassdoor', 'est.)']",3.8,"Intelligent Automation
3.8","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),77,133,105.0,MD
3898,3919,Staff Data Scientist,"['72', '-', '137', '(Glassdoor', 'est.)']",4.3,"Blue Yonder
4.3","Dallas, TX",5001 to 10000 Employees,1985,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD),72,137,104.5,TX
3899,3920,Data Scientist,"['91', '-', '175', '(Glassdoor', 'est.)']",3.9,"Leidos
3.9","Columbia, MD",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),91,175,133.0,MD
3900,3921,Sr. Data Science Architect,"['103', '-', '179', '(Glassdoor', 'est.)']",2.6,"Agilon Health
2.6","Boston, MA",201 to 500 Employees,2016,Company - Public,Unknown / Non-Applicable,-1,-1,103,179,141.0,MA
3901,3922,Staff Data Scientist,"['81', '-', '139', '(Glassdoor', 'est.)']",3.5,"Freedom Financial Network
3.5","Tempe, AZ",1001 to 5000 Employees,2002,Company - Private,Lending,Finance,$500 million to $1 billion (USD),81,139,110.0,AZ
3902,3923,Sourcing Data Analyst VPC,"['27', '-', '49', '(Glassdoor', 'est.)']",3.8,"The Visual Pak Companies
3.8","Waukegan, IL",501 to 1000 Employees,1982,Company - Private,Industrial Manufacturing,Manufacturing,$25 to $50 million (USD),27,49,38.0,IL
3904,3925,Staff Data Scientist,"['96', '-', '170', '(Glassdoor', 'est.)']",3.5,"Alteryx, Inc.
3.5","Boston, MA",1001 to 5000 Employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),96,170,133.0,MA
3905,3926,Sr. Big Data Engineer,"['82', '-', '141', '(Glassdoor', 'est.)']",3.5,"GEICO
3.5","Chevy Chase, MD",10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),82,141,111.5,MD
3906,3927,Data Scientist,"['65', '-', '107', '(Glassdoor', 'est.)']",3.8,"Unum
3.8","Portland, ME",5001 to 10000 Employees,1848,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),65,107,86.0,ME
3907,3928,Performance Improvement Data Analyst,"['47', '-', '86', '(Glassdoor', 'est.)']",3.3,"RML Specialty Hospital
3.3","Chicago, IL",501 to 1000 Employees,1987,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),47,86,66.5,IL
3908,3929,Analytical Scientist,"['56', '-', '100', '(Glassdoor', 'est.)']",3.5,"Catalent Pharma Solutions
3.5","Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),56,100,78.0,KY
3909,3930,Senior Bioinformatics Scientist,"['59', '-', '118', '(Glassdoor', 'est.)']",3.8,"Inova Health System
3.8","Falls Church, VA",10000+ Employees,1956,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),59,118,88.5,VA
3910,3931,Supply Chain Data Analyst,"['65', '-', '79', '(Employer', 'est.)']",3.6,"Uline
3.6","Pleasant Prairie, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,65,79,72.0,WI
3911,3932,LEAD DATA SCIENTIST,"['81', '-', '160', '(Glassdoor', 'est.)']",3.7,"Presbyterian Healthcare Services
3.7","Albuquerque, NM",10000+ Employees,1908,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),81,160,120.5,NM
3912,3933,Data Scientist,"['63', '-', '121', '(Glassdoor', 'est.)']",3.6,"MCR, LLC.
3.6","Norfolk, VA",201 to 500 Employees,1977,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),63,121,92.0,VA
3913,3934,Data Scientist,"['78', '-', '139', '(Glassdoor', 'est.)']",3.4,"Tawa Service, Inc.
3.4","Buena Park, CA",1001 to 5000 Employees,1984,Company - Private,Grocery Stores & Supermarkets,Retail,Unknown / Non-Applicable,78,139,108.5,CA
3914,3935,Contract Data Analyst,"['55', '-', '96', '(Glassdoor', 'est.)']",4.1,"Amyx, Inc.
4.1","Arlington, VA",501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),55,96,75.5,VA
3915,3936,Staff Data Scientist,"['118', '-', '193', '(Glassdoor', 'est.)']",4.0,"Metromile
4.0","San Francisco, CA",201 to 500 Employees,2011,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,118,193,155.5,CA
3916,3937,Data Visualization Scientist,"['62', '-', '118', '(Glassdoor', 'est.)']",4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),62,118,90.0,MD
3917,3938,Experienced Data Engineer,"['71', '-', '122', '(Glassdoor', 'est.)']",3.8,"Liberty Mutual Insurance
3.8","Dover, NH",10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),71,122,96.5,NH
3918,3939,Catalog Data Analyst,"['46', '-', '88', '(Glassdoor', 'est.)']",3.4,"McCoy's Building Supply
3.4","San Marcos, TX",1001 to 5000 Employees,1927,Company - Private,Home Centers & Hardware Stores,Retail,$500 million to $1 billion (USD),46,88,67.0,TX
3919,3940,Financial Data Analyst,"['65', '-', '79', '(Employer', 'est.)']",3.6,"Uline
3.6","Pleasant Prairie, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,65,79,72.0,WI
3920,3941,Data Scientist,"['92', '-', '183', '(Glassdoor', 'est.)']",4.1,"Copper River Shared Services
4.1","Washington, DC",501 to 1000 Employees,2006,Company - Private,Federal Agencies,Government,$100 to $500 million (USD),92,183,137.5,DC
3921,3942,Data Scientist Principal,"['65', '-', '130', '(Glassdoor', 'est.)']",4.0,"JLG Equipment Services Inc
4.0","Hagerstown, MD",1001 to 5000 Employees,1969,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),65,130,97.5,MD
3922,3943,Data Engineer,"['79', '-', '157', '(Glassdoor', 'est.)']",3.2,"Visiting Nurse Association of Central Jersey
3.2","Holmdel, NJ",1001 to 5000 Employees,1912,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),79,157,118.0,NJ
3923,3944,Data Analyst,"['44', '-', '84', '(Glassdoor', 'est.)']",3.6,"National Salvage & Service Corporation
3.6","Bloomington, IN",201 to 500 Employees,1980,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),44,84,64.0,IN
3924,3945,Data Architect,"['84', '-', '160', '(Glassdoor', 'est.)']",4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),84,160,122.0,MD
3925,3946,Senior Data Engineer,"['70', '-', '129', '(Glassdoor', 'est.)']",4.6,"Novetta
4.6","Reston, VA",501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),70,129,99.5,VA
3926,3947,Financial Data Analyst (South of Milwaukee),"['65', '-', '79', '(Employer', 'est.)']",3.6,"Uline
3.6","Milwaukee, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,65,79,72.0,WI
3927,3948,Principal Data Scientist,"['125', '-', '197', '(Glassdoor', 'est.)']",4.1,"CDW
4.1","Lincolnshire, IL",5001 to 10000 Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD),125,197,161.0,IL
3928,3949,Fleet Coordinator (Data Analyst),"['42', '-', '79', '(Glassdoor', 'est.)']",3.8,"Valet Living
3.8","Tampa, FL",5001 to 10000 Employees,1995,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,42,79,60.5,FL
3929,3951,Senior Data Scientist,"['93', '-', '168', '(Glassdoor', 'est.)']",3.9,"Leidos
3.9","Bethesda, MD",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),93,168,130.5,MD
3930,3952,"Sr. Scientist, Product Development","['85', '-', '160', '(Glassdoor', 'est.)']",3.8,"Personalis, Inc
3.8","Menlo Park, CA",201 to 500 Employees,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),85,160,122.5,CA
